fish_id,site_id,year,day,month,location,fish_num,species,length,height,Lep_cope,chalA,chalB,Lep_PAmale,Lep_PAfemale,Lep_male,Lep_nongravid,Lep_gravid,Caligus_cope,Caligus_mot,Caligus_gravid,unid_cope,chal_unid,unid_PA,unid_adult,chal_scar,pred_scar,mot_scar,hem,mateguarding,eroded_gill,blue_blotches,pinched_belly,scales,white_eye,Grazed_gill_plate,Lironca,comments,sum_all_lice,Prevalence,Motile Lep,Motile Caligus,chal,attached 
2434,93,2020,15,5,Cypre River,4,chinook,50,9,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,,,
2435,93,2020,15,5,Cypre River,5,chinook,53,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,0,,,
2436,93,2020,15,5,Cypre River,6,chinook,57,11,7,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,9,1,0,,,
2437,93,2020,15,5,Cypre River,7,chinook,47,8,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,0,,,
2438,93,2020,15,5,Cypre River,8,chinook,49,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
2439,93,2020,15,5,Cypre River,9,chinook,49,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
2440,93,2020,15,5,Cypre River,10,chinook,51,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
2441,93,2020,15,5,Cypre River,11,chinook,49,10,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,4,1,0,,,
2442,93,2020,15,5,Cypre River,12,chinook,46,7,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,0,,,
2443,93,2020,15,5,Cypre River,13,chinook,49,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
2444,93,2020,15,5,Cypre River,14,chinook,52,10,7,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,8,1,0,,,
2445,93,2020,15,5,Cypre River,15,chinook,52,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,,,
2446,93,2020,15,5,Cypre River,16,chinook,50,9,4,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,1,0,,,
2447,93,2020,15,5,Cypre River,17,chinook,48,8,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,1,0,,,
2448,93,2020,15,5,Cypre River,18,chinook,48,8,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,0,,,
2449,93,2020,15,5,Cypre River,19,chinook,46,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,,,
2450,93,2020,15,5,Cypre River,20,chinook,47,8,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,1,0,,,
2451,93,2020,15,5,Cypre River,21,chinook,46,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
2452,93,2020,15,5,Cypre River,22,chinook,59,12,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,1,0,,,
2453,93,2020,15,5,Cypre River,23,chum,72,12,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,0,,,
2454,93,2020,15,5,Cypre River,24,chum,59,9,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,,,
2455,93,2020,15,5,Cypre River,25,chum,73,12,1,,2,,,,,,,,,,,,,1,,,,,,,,1,,,,,3,1,0,,,
2456,93,2020,15,5,Cypre River,26,chum,70,11,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,,,
2457,93,2020,15,5,Cypre River,27,chum,61,10,1,,1,,,,,,,,,,,,,1,,,,,,1,,1,,,,,2,1,0,,,
2458,93,2020,15,5,Cypre River,28,coho,88,16,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,,,
2459,94,2020,23,5,Cypre River,1,coho,71,18,1,2,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,4,1,0,,,
2460,94,2020,23,5,Cypre River,2,coho,66,18,1,2,,,1,,,,,,,,,,,,,,,,,,,1,,,,,4,1,1,,,
2461,94,2020,23,5,Cypre River,3,coho,95,18,3,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,4,1,0,,,
2462,94,2020,23,5,Cypre River,4,coho,82,16,,,,,,,,,4,,,,,,,,,,,,,,,1,,,,,4,1,0,,,
2463,94,2020,23,5,Cypre River,5,coho,83,16,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,1,0,,,
2464,94,2020,23,5,Cypre River,6,coho,93,16,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,0,,,
2465,94,2020,23,5,Cypre River,7,chinook,55,11,1,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,1,0,,,
2466,94,2020,23,5,Cypre River,8,chinook,54,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
2467,94,2020,23,5,Cypre River,9,chinook,52,10,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,,,
2468,94,2020,23,5,Cypre River,10,chinook,51,9,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,,,
2469,94,2020,23,5,Cypre River,11,chinook,51,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
2470,94,2020,23,5,Cypre River,12,chinook,49,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
2471,94,2020,23,5,Cypre River,13,chinook,49,9,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,,,
2472,94,2020,23,5,Cypre River,14,chinook,54,10,2,1,1,,,,,,1,,,,,,,2,,,,,,,,,,,,,5,1,0,,,
2473,94,2020,23,5,Cypre River,15,chinook,54,10,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0,,,
2474,94,2020,23,5,Cypre River,16,chinook,54,10,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,,,
2475,94,2020,23,5,Cypre River,17,chinook,59,11,6,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,11,1,0,,,
2476,94,2020,23,5,Cypre River,18,chinook,47,8,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,0,,,
2477,94,2020,23,5,Cypre River,19,chinook,52,10,3,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,,,
2478,94,2020,23,5,Cypre River,20,chinook,60,11,7,4,,1,,,,,,,,,,,,,,,,,,,,1,,,,,12,1,1,,,
2479,94,2020,23,5,Cypre River,21,chinook,56,10,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1,0,,,
2480,94,2020,23,5,Cypre River,22,chinook,59,11,7,4,,,,,,,,,,,,,,3,,,,,,,,,,,,,11,1,0,,,
2481,94,2020,23,5,Cypre River,23,chinook,57,11,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,0,,,
2482,94,2020,23,5,Cypre River,24,chinook,50,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,,,
2483,94,2020,23,5,Cypre River,25,chinook,52,10,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,scarred flank,3,1,0,,,
2484,94,2020,23,5,Cypre River,26,chinook,52,10,12,3,7,,,,,,,,,,,,,2,,,,,,,,,1,1,,,22,1,0,,,
2485,94,2020,23,5,Cypre River,27,chinook,54,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,,,
2486,94,2020,23,5,Cypre River,28,chinook,60,12,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,4,1,0,,,
2487,94,2020,23,5,Cypre River,29,chinook,56,11,3,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,1,0,,,
2488,94,2020,23,5,Cypre River,30,chinook,54,11,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0,,,
2489,94,2020,23,5,Cypre River,31,chinook,56,10,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,scarred fank,3,1,0,,,
2490,94,2020,23,5,Cypre River,32,chinook,59,11,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,0,,,
2491,94,2020,23,5,Cypre River,33,chinook,52,10,2,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,5,1,0,,,
2492,94,2020,23,5,Cypre River,34,chinook,53,10,8,6,,,,,,,,,,,,,,2,,,,,,,,,,,,,14,1,0,,,
2493,94,2020,23,5,Cypre River,35,chinook,56,10,3,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,6,1,0,,,
2494,94,2020,23,5,Cypre River,36,chinook,54,10,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,1,0,,,
2495,94,2020,23,5,Cypre River,37,chinook,58,12,4,5,,,,,,,,,,,,,,,,,,,,1,,1,,,,,9,1,0,,,
2496,94,2020,23,5,Cypre River,38,chinook,53,10,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,1,0,,,
2497,94,2020,23,5,Cypre River,39,chinook,54,11,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,,,
2498,94,2020,23,5,Cypre River,40,chinook,48,9,1,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,hem predscar crab,2,1,0,,,
2499,94,2020,23,5,Cypre River,41,chinook,50,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,,,
2500,94,2020,23,5,Cypre River,42,chinook,53,9,4,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,5,1,0,,,
2501,94,2020,23,5,Cypre River,43,chum,60,10,5,,,,,,,,,,,,,,,,,,,,,1,,,,,,,5,1,0,,,
2502,94,2020,23,5,Cypre River,44,chum,61,10,3,2,,,,,,,,,,,,,,,,,,,,1,,1,,,,,5,1,0,,,
2503,94,2020,23,5,Cypre River,45,chum,58,11,2,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,5,1,0,,,
2504,94,2020,23,5,Cypre River,46,chum,59,9,10,,,,,,,,1,,,,,,,,,,,,,,,,,,,,11,1,0,,,
2505,94,2020,23,5,Cypre River,47,chum,66,11,4,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,6,1,0,,,
2506,94,2020,23,5,Cypre River,48,chum,64,11,2,2,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,4,1,0,,,
2507,95,2020,23,5,North Meares,1,chum,59,10,1,2,1,,,,,,,,,,,,,1,,,,,,,,,,,,,4,1,0,,,
2508,95,2020,23,5,North Meares,2,chum,71,13,2,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,1,0,,,
2509,95,2020,23,5,North Meares,3,chum,79,12,1,2,2,,,,,,,,,,,,,,,,,,,,,1,,,,,5,1,0,,,
2510,95,2020,23,5,North Meares,4,chum,68,11,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,,,
2511,95,2020,23,5,North Meares,5,chum,71,12,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,,,
2512,95,2020,23,5,North Meares,6,chum,66,10,2,3,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,6,1,0,,,
2513,95,2020,23,5,North Meares,7,chum,66,10,2,3,,,,,,,,,,,,,,,,,,,,1,,,,1,,,5,1,0,,,
2514,95,2020,23,5,North Meares,8,chum,65,12,8,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,10,1,0,,,
2515,95,2020,23,5,North Meares,9,chum,60,9,4,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,6,1,0,,,
2516,95,2020,23,5,North Meares,10,chum,61,10,,1,2,,,,,,,,,,,,,,,,,,,1,,1,,,,,3,1,0,,,
2517,95,2020,23,5,North Meares,11,chum,62,10,6,2,1,,,,,,,,,,,,,,,,,,,,,1,,,,,9,1,0,,,
2518,95,2020,23,5,North Meares,12,chum,57,9,9,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,18,1,1,,,
2519,95,2020,23,5,North Meares,13,chum,67,11,4,2,1,,,,,,,,,,,,,,,,,,,,,1,,,,,7,1,0,,,
2520,95,2020,23,5,North Meares,14,chum,66,11,3,3,1,,,,,,,,,,,,,,,,,,,,,1,,,,,7,1,0,,,
2521,95,2020,23,5,North Meares,15,chum,73,12,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,3,1,0,,,
2522,95,2020,23,5,North Meares,16,chum,69,12,3,1,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,6,1,1,,,
2523,95,2020,23,5,North Meares,17,chum,67,11,3,3,1,,,,,,,,,,,,,,,,,,,,,1,,,,,7,1,0,,,
2524,95,2020,23,5,North Meares,18,chum,60,9,3,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,4,1,0,,,
2525,95,2020,23,5,North Meares,19,chum,73,13,7,6,3,,,,,,1,,,,,,,,,,1,,,,,1,,,,cdf,17,1,0,,,
2526,95,2020,23,5,North Meares,20,chum,58,10,9,3,,1,1,,,,,,,,,,,,,,1,,,1,,1,,1,,lj,14,1,2,,,
2527,95,2020,23,5,North Meares,21,chum,64,10,4,3,4,,,,,,,,,,,,,,,,,,,,,1,,,,,11,1,0,,,
2528,95,2020,23,5,North Meares,22,chum,60,10,6,4,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,12,1,1,,,
2529,95,2020,23,5,North Meares,23,chum,58,9,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,,,
2530,95,2020,23,5,North Meares,24,chum,70,11,,4,1,,,,,,,,,,,,,,,,,,,,,1,,,,,5,1,0,,,
2531,95,2020,23,5,North Meares,25,chum,68,12,2,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,4,1,0,,,
2532,95,2020,23,5,North Meares,26,chum,78,13,1,3,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,5,1,0,,,
2533,95,2020,23,5,North Meares,27,chum,64,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,,,
2534,95,2020,23,5,North Meares,28,chum,67,10,7,2,1,,,,,,,,,,,,,,,,,,,,,1,,,,,10,1,0,,,
2535,95,2020,23,5,North Meares,29,chum,66,11,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,lj,0,0,0,,,
2536,95,2020,23,5,North Meares,30,chum,65,11,5,3,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,9,1,0,,,
2537,95,2020,23,5,North Meares,31,chum,62,10,4,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,7,1,2,,,
2538,95,2020,23,5,North Meares,32,chum,70,12,,4,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,5,1,0,,,
2539,95,2020,23,5,North Meares,33,chum,74,13,2,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,5,1,0,,,
2540,95,2020,23,5,North Meares,34,chum,64,11,3,4,2,,,,,,1,,,,,,,1,,,,,,,,1,,,,,10,1,0,,,
2541,95,2020,23,5,North Meares,35,chum,64,11,4,2,1,,,,,,,,,,,,,,,,,,,,,1,,,,,7,1,0,,,
2542,95,2020,23,5,North Meares,36,chum,66,12,1,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,2,1,0,,,
2543,95,2020,23,5,North Meares,37,chum,63,10,2,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,4,1,0,,,
2544,95,2020,23,5,North Meares,38,chum,62,10,13,6,4,1,,,,,,,,,,,,1,,,,,,1,,1,,1,,,24,1,1,,,
2545,95,2020,23,5,North Meares,39,chum,66,12,2,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,1,0,,,
2546,95,2020,23,5,North Meares,40,chum,68,10,1,3,,,,,,,1,,,,,,,,,,,,,,,1,,,,,5,1,0,,,
2547,95,2020,23,5,North Meares,41,chum,67,11,6,3,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,10,1,0,,,
2548,95,2020,23,5,North Meares,42,chum,67,11,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,0,,,
2549,95,2020,23,5,North Meares,43,chum,67,11,2,1,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,4,1,0,,,
2550,95,2020,23,5,North Meares,44,chum,70,11,5,3,1,,,,,,,,,,,,,,,,,,,,,1,,,,,9,1,0,,,
2551,95,2020,23,5,North Meares,45,chum,50,8,6,8,1,,1,,,,1,,,,,,,5,,,,,,1,,,,,,,17,1,1,,,
2552,95,2020,23,5,North Meares,46,chum,68,10,4,4,2,2,,,,,,,,,,,,,,,,,1,1,,1,,,,,12,1,2,,,
2553,95,2020,23,5,North Meares,47,chum,64,10,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,0,,,
2554,95,2020,23,5,North Meares,48,chum,66,10,,3,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,5,1,0,,,
2555,95,2020,23,5,North Meares,49,chum,62,9,2,2,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,5,1,0,,,
2556,95,2020,23,5,North Meares,50,chum,75,13,5,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,6,1,0,,,
2557,96,2020,23,5,Ritchie Bay,1,chum,64,11,,7,2,,,,,,,,,,,,,2,,,,,,,,1,,,,,9,1,0,,,
2558,96,2020,23,5,Ritchie Bay,2,chum,72,13,,7,4,,,,,,1,,,,,,,4,,,,,,,,1,,,,scarred flank,12,1,0,,,
2559,96,2020,23,5,Ritchie Bay,3,chum,72,12,,5,4,,1,,,,1,,,,,,,,,,,,,,,1,,,,,11,1,1,,,
2560,96,2020,23,5,Ritchie Bay,4,chum,66,11,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,2,1,0,,,
2561,96,2020,23,5,Ritchie Bay,5,chum,68,12,2,2,1,,,,,,1,,,,,,,1,,,,,,,,1,,,,,6,1,0,,,
2562,96,2020,23,5,Ritchie Bay,6,chum,73,11,1,2,2,,,,,,1,,,,,,,,,,,,,,,1,,,,,6,1,0,,,
2563,96,2020,23,5,Ritchie Bay,7,chum,70,12,,,2,1,,,,,,,,,,,,,,,,,,,,1,,,,,3,1,1,,,
2564,96,2020,23,5,Ritchie Bay,8,chum,76,11,,5,4,,,,,,,,,,,,,,,,,,,1,,1,,1,,,9,1,0,,,
2565,96,2020,23,5,Ritchie Bay,9,chum,65,11,5,4,1,,,,,,1,,,,,,,1,,,,,,,,1,,,,,11,1,0,,,
2566,96,2020,23,5,Ritchie Bay,10,chum,71,11,,2,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,3,1,0,,,
2567,96,2020,23,5,Ritchie Bay,11,chum,62,10,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,,,
2568,96,2020,23,5,Ritchie Bay,12,chum,72,13,4,4,3,1,,,,,1,1,,,,,,,,,,,,,,,1,,,,14,1,1,,,
2569,96,2020,23,5,Ritchie Bay,13,chum,69,12,1,6,4,,,,,,,,,,,,,3,,,,,,1,,1,,1,,,11,1,0,,,
2570,96,2020,23,5,Ritchie Bay,14,chum,58,10,1,5,2,,,,,,1,,,,,,,2,,,,,,1,,,,1,,,9,1,0,,,
2571,96,2020,23,5,Ritchie Bay,15,chum,72,12,,2,2,,,,,,,,,,,,,,,,,,,,,1,,,,,4,1,0,,,
2572,97,2020,30,5,Ritchie Bay,1,chum,75,13,5,1,1,1,,,,,,,,,,,,1,,,,,,1,,1,,,,,8,1,1,,,
2573,97,2020,30,5,Ritchie Bay,2,chum,77,12,3,1,4,2,,,,,,1,,,,,,,,,,,,,,1,,,,,11,1,2,,,
2574,97,2020,30,5,Ritchie Bay,3,chum,59,11,6,,2,1,,,,,,,,,,,,1,,,,,,1,,1,,,,,9,1,1,,,
2575,97,2020,30,5,Ritchie Bay,4,chum,75,11,3,3,1,2,,,,,,,,,,,,,,,,,,1,,1,,,,,9,1,2,,,
2576,97,2020,30,5,Ritchie Bay,5,chum,72,11,3,4,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,8,1,0,,,
2577,97,2020,30,5,Ritchie Bay,6,chum,73,12,2,6,,,,,,,,,,,,,,,,,1,,,,,1,,,,ANF,8,1,0,,,
2578,97,2020,30,5,Ritchie Bay,7,chum,71,10,2,,,1,1,,,,,,,,,,,,,,,,,1,,1,,,,,4,1,2,,,
2579,97,2020,30,5,Ritchie Bay,8,chum,77,11,2,3,4,3,3,,,,,,,,,,,3,,,1,,,,,1,,1,,operc.,15,1,6,,,
2580,97,2020,30,5,Ritchie Bay,9,chum,72,10,2,2,4,,,,,,,,,,,,,,,,,,,,,1,,,,,8,1,0,,,
2581,98,2020,30,5,North Meares,1,chum,63,9,3,2,3,,1,,,,,,,,,,,,,,,,,1,,1,,,,,9,1,1,,,
2582,98,2020,30,5,North Meares,2,chum,58,10,2,12,5,,,,,,,,,,,,,4,,,,1,,,,,,,,,19,1,0,,,
2583,98,2020,30,5,North Meares,3,chum,55,9,1,2,1,1,,,,,,,,,,,,1,,,,,,,,1,,,,,5,1,1,,,
2584,98,2020,30,5,North Meares,4,chum,67,11,5,5,3,2,,,,,,,,,,,,2,,,,,,,,1,,1,,,15,1,2,,,
2585,98,2020,30,5,North Meares,5,chum,61,8,1,8,,,,,,,,,,,,,,1,,,,,,,,,,,,,9,1,0,,,
2586,98,2020,30,5,North Meares,6,chum,67,10,1,7,2,,,,,,,,,,,,,,,,,,1,,,1,,,,,10,1,0,,,
2587,98,2020,30,5,North Meares,7,chum,62,10,3,7,2,,,,,,,,,,,,,1,,,,,,,,1,,,,,12,1,0,,,
2588,98,2020,30,5,North Meares,8,chum,61,11,1,4,3,2,,,,,,,,,,,,,,,,,,1,,1,,,,,10,1,2,,,
2589,98,2020,30,5,North Meares,9,chum,64,10,,4,5,1,,,,,,,,,,,,,,,,,,1,,1,,,,torn CDF,10,1,1,,,
2590,98,2020,30,5,North Meares,10,chum,57,9,,5,3,,,,,,,,,,,,,1,1,,1,,1,1,,1,,,,fish; PS,8,1,0,,,
2591,99,2020,30,5,Cypre River,1,chum,68,11,,2,2,1,1,,,,,,,,,,,1,,,,,,,,1,,,,,6,1,2,,,
2592,99,2020,30,5,Cypre River,2,chinook,66,13,2,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,4,1,0,,,
2593,99,2020,30,5,Cypre River,3,chinook,66,11,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,,,
2594,99,2020,30,5,Cypre River,4,chinook,60,11,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,,,
2595,99,2020,30,5,Cypre River,5,chinook,61,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
2596,99,2020,30,5,Cypre River,6,chinook,53,11,,7,1,,,,,,,,,,,,,1,,,,,,,,,,,,,8,1,0,,,
2597,99,2020,30,5,Cypre River,7,chinook,55,10,,4,1,,,,,,,,,,,,,,,,,,,,,1,,,,,5,1,0,,,
2598,99,2020,30,5,Cypre River,8,chinook,54,10,4,5,2,,,,,,,,,,,,,,,,,,,,,1,,,,gill parasite,11,1,0,,,
2599,99,2020,30,5,Cypre River,9,chinook,56,12,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,,,
2600,99,2020,30,5,Cypre River,10,chinook,58,11,6,,,,,,,,,,,,,,,,,,,,,,,,,1,,,6,1,0,,,
2601,99,2020,30,5,Cypre River,11,chinook,57,12,4,4,1,,,,,,,,,,,,,,,,,,,,,1,,,,,9,1,0,,,
2602,99,2020,30,5,Cypre River,12,chinook,58,12,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,0,,,
2603,99,2020,30,5,Cypre River,13,chinook,56,10,2,5,1,,,,,,,,,,,,,2,,,,,,,,,,,,,8,1,0,,,
2604,99,2020,30,5,Cypre River,14,chinook,54,11,3,3,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,7,1,0,,,
2605,99,2020,30,5,Cypre River,15,chinook,61,13,1,6,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,8,1,0,,,
2606,99,2020,30,5,Cypre River,16,chinook,61,10,3,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,6,1,0,,,
2607,99,2020,30,5,Cypre River,17,chinook,54,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
2608,99,2020,30,5,Cypre River,18,chinook,52,10,3,3,,,,,,,,,,,,,,1,,,,,,,,1,,,,,6,1,0,,,
2609,101,2020,5,6,Ritchie Bay,1,chum,75,12,1,8,3,,1,,,,,,,,,,,,,,,,,1,,1,,,,,13,1,1,,,
2610,101,2020,5,6,Ritchie Bay,2,chum,80,12,7,8,6,1,,,,,,,,,,,,,,,,,1,,,1,,,,,22,1,1,,,
2611,101,2020,5,6,Ritchie Bay,3,chum,85,14,14,29,13,4,5,,,,,,,,,,,3,,1,,,,,,,1,,,,65,1,9,,,
2612,101,2020,5,6,Ritchie Bay,4,chum,76,10,9,18,10,7,2,,,,,,,,,,,,,,,,1,,,1,,,,,46,1,9,,,
2613,101,2020,5,6,Ritchie Bay,5,chum,80,12,3,6,6,1,,,,,,,,,,,,,,,,,,,,1,,,,,16,1,1,,,
2614,101,2020,5,6,Ritchie Bay,6,chum,75,12,7,11,6,2,6,,,,,,,,,,,,,,,,,,,,1,1,,,32,1,8,,,
2615,101,2020,5,6,Ritchie Bay,7,chum,84,14,1,4,1,,,,,,,,,,,,,,,,1,,,,,1,,,,H-Below Pec Fin,6,1,0,,,
2616,100,2020,5,6,Cypre River,1,chinook,64,12,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,1,0,,,
2617,100,2020,5,6,Cypre River,2,chinook,72,12,2,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,2,1,0,,,
2618,100,2020,5,6,Cypre River,3,chinook,64,12,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,0,0,0,,,
2619,100,2020,5,6,Cypre River,4,chinook,60,11,1,1,2,,,,,,,,,,,,,,,,,,,,,1,,,,,4,1,0,,,
2620,100,2020,5,6,Cypre River,5,chinook,58,10,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,0,0,,,
2621,100,2020,5,6,Cypre River,6,chinook,58,11,3,2,2,,,,,,,,,,,,,1,,,,,,,,1,1,,,,7,1,0,,,
2622,100,2020,5,6,Cypre River,7,chinook,60,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
2623,100,2020,5,6,Cypre River,8,chinook,53,9,3,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,3,1,0,,,
2624,100,2020,5,6,Cypre River,9,chinook,60,11,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,,,
2625,100,2020,5,6,Cypre River,10,chinook,60,11,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,0,0,,,
2626,100,2020,5,6,Cypre River,11,chinook,60,11,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,0,0,,,
2627,100,2020,5,6,Cypre River,12,chinook,60,10,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,0,0,0,,,
2628,100,2020,5,6,Cypre River,13,chinook,52,10,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,,,
2629,100,2020,5,6,Cypre River,14,chinook,52,10,,3,2,,,,,,,,,,,,,1,,,,,,1,,1,,,,,5,1,0,,,
2630,100,2020,5,6,Cypre River,15,chinook,65,12,,2,,,,,,,,,,,,,,,,,,,,,,1,1,,,,2,1,0,,,
2631,100,2020,5,6,Cypre River,16,chinook,55,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,,,
2632,100,2020,5,6,Cypre River,17,chinook,55,10,,,,,,,,,,,,,,,,,,,1,,,1,,1,1,,,H-Flank,0,0,0,,,
2633,100,2020,5,6,Cypre River,18,chinook,50,10,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,,,
